0.02614917	-0.06275196	-0.031669438	-0.019316152	0.06476232	-0.0050071883	-0.043743268	0.05246528	0.047100075	0.055598553	-0.017738929	-0.004606328	-0.08923641	-0.020007966	0.08024556	-0.08454489
0.028606223	0.00288394	-0.0026524453	-0.009367992	0.036130078	-0.0037354294	-0.055986643	-0.006136313	0.06368501	0.07697053	-0.029521897	0.020296378	-0.06690345	-0.055958524	0.10949192	-0.034151632
0.07430375	-0.060144722	-0.018770877	-0.048757005	0.04291736	0.01798694	-0.033908766	-0.066516034	0.09234644	0.08522883	-0.10544457	0.0016549836	0.009829777	-0.085605204	0.026042808	-0.005011843
0.10594454	-0.017251655	-0.09231625	0.018209754	0.0022950198	-0.026008155	-0.03891677	0.040600356	0.02633988	0.089049056	-0.020889362	-0.0152869355	-0.016201833	-0.029586071	0.025687043	-0.041715864
-0.012539727	-0.0020742426	-0.014027251	0.008111016	0.025341783	0.077529185	-0.036687754	0.073674016	0.07052565	0.021657446	-0.06398355	0.07306706	0.0060273767	-0.08031165	0.020446917	-0.006871943
0.029109208	-0.005944484	-0.009651987	-0.06399706	-0.021204341	0.046826974	-0.0084472755	0.062453795	-0.01105661	0.06368696	0.023721855	-0.011118303	-0.05125557	0.036207877	0.09548544	0.009350446
0.03897125	0.018341819	0.0007872027	-0.06491254	0.035621993	0.017364103	-0.05656965	0.042359974	0.12911916	0.14059134	-0.01341322	0.031182209	0.008908393	-0.06344452	0.08090018	-0.060791656
0.055592384	-0.024688255	-0.021296877	-0.00534885	0.004087237	-0.05222658	-0.017979173	0.081107534	0.024103796	0.09969901	-0.058568995	0.042111415	-0.069397725	-0.0036364985	-0.0059643304	-0.035239756
0.0972912	-0.062978536	-0.024274066	-0.051696677	-0.025248498	-0.06297625	-0.07796073	-0.0047837854	0.06601747	0.08362048	-0.022267764	0.0052994904	-0.09567646	0.004363959	-0.03527136	-0.0008256434
0.07477217	0.009484896	-0.038614217	-0.015984038	0.08198069	0.022427253	-0.08581178	-0.013579069	0.061588578	0.04907199	-0.13632263	0.040162202	0.021194119	0.0036211433	0.053099774	-0.020271549
0.0021620435	-0.021638993	-0.005267641	0.009255209	0.05357824	-0.018721284	-0.06443731	0.03442115	0.03388171	0.07146615	-0.05603751	-0.062438007	-0.06990985	-0.028767597	0.06006684	-0.0037799987
0.011007234	0.00863474	-0.030847322	0.09619469	0.081710875	0.0057965433	0.000893879	0.023970528	0.00430557	0.18446028	-0.021068156	-0.00031774974	0.06645091	0.008533915	0.07987584	-0.023041323
